employee_id,first_name,last_name,email,phone,position,salary,store_id
332,Joseph,Smith,robertburke@example.org,001-587-710-4503x92444,Customer Support,31956,9
333,Emily,Wilson,wchen@example.com,3697271737,Customer Support,78900,79
334,James,Kim,nbaker@example.net,2928205384,Customer Support,70683,1
335,Stephen,Ward,ppatel@example.com,975-223-6683x9509,Sales Associate,76692,51
336,Andrew,Bass,gtyler@example.org,(479)422-4734x02814,Store Manager,41343,35
337,Chad,Patel,idoyle@example.com,2404693536,Cashier,36546,42
338,Samantha,Cole,shannonhansen@example.org,+1-666-545-9309x284,Inventory Executive,62444,50
339,Lawrence,Velasquez,pwalker@example.net,001-462-988-7293x1791,Store Manager,67148,39
340,David,Flynn,john32@example.org,613.567.9448,Cashier,35988,33
341,Jason,Clark,georgemckinney@example.org,(769)679-5204,Cashier,63428,82
342,Margaret,Nelson,tgeorge@example.com,001-811-270-2484x9073,Sales Associate,87950,99
343,Hunter,Jones,amandaflores@example.org,(866)489-7320x9412,Store Manager,89359,63
344,Kim,Ferrell,michaelfields@example.net,920.355.7672,Store Manager,31722,38
345,Christine,Krause,garciamichael@example.com,+1-901-638-7037x48205,Inventory Executive,55718,65
346,Monica,Martinez,amberwade@example.com,(612)856-8771x0313,Sales Associate,74374,57
347,Melanie,Dawson,sullivanerika@example.net,602-996-8744,Sales Associate,30355,3
348,Paula,Lee,ltownsend@example.com,001-894-409-0857,Inventory Executive,51679,35
349,Kelsey,Baker,brenda35@example.org,760.274.4810,Store Manager,57260,26
350,Linda,Clark,rjimenez@example.org,(986)366-7453,Cashier,72973,51
351,Tracy,Morales,shellysutton@example.org,001-723-486-5684x3647,Sales Associate,41239,13
352,Sandra,Newman,fgomez@example.com,(835)649-8479x1500,Sales Associate,59743,2
353,Yolanda,Pearson,dustintownsend@example.com,581-592-3103,Customer Support,48047,52
354,Jean,Serrano,kristinaperkins@example.org,884.487.0516,Cashier,71723,31
355,Brenda,Reyes,myersnicole@example.com,001-436-625-9403x1950,Customer Support,44619,20
356,Pamela,Wood,nhill@example.com,888-498-5104x76429,Sales Associate,52598,6
357,Gregory,Peterson,barajasrhonda@example.com,(733)395-5565,Inventory Executive,77453,85
358,Michael,Smith,teresa31@example.net,890-735-4106x65353,Customer Support,39624,99
359,James,Alexander,smithmaureen@example.com,+1-236-842-6960x296,Sales Associate,78426,81
360,David,Knapp,tammie36@example.org,941-319-0281x594,Inventory Executive,59269,27
361,Jessica,Clark,mary69@example.com,(356)593-0047,Customer Support,76912,15
362,Katrina,Bailey,micheal48@example.com,(318)552-0330,Store Manager,84243,64
363,Laura,Garrett,dvargas@example.net,627.486.3362,Cashier,73156,75
364,Michele,Jordan,toddsmith@example.com,001-248-851-8939x6968,Cashier,88841,9
365,Gregory,Burgess,stephen94@example.net,483-999-9155x72347,Sales Associate,64364,58
366,Gina,Smith,hartmanstephanie@example.org,(715)344-5038x6928,Customer Support,60545,52
367,Katherine,Hubbard,yroberts@example.org,218-893-0595,Inventory Executive,89878,32
368,Shawn,Hernandez,jonathan38@example.com,404-383-4080x71644,Inventory Executive,57858,28
369,Doris,Rivers,michaelwilson@example.org,250.366.3004,Store Manager,80635,67
370,David,Vega,kjohnson@example.net,(453)885-1861x503,Inventory Executive,44512,57
371,Kyle,Marshall,brenda83@example.com,314-753-7010x029,Inventory Executive,40389,46
372,Anthony,Smith,wlowe@example.com,001-620-573-5956x13381,Store Manager,41704,5
373,Dylan,Sanchez,maria93@example.com,001-999-390-3777x35269,Inventory Executive,46919,83
374,Katie,Rivers,scottsandra@example.org,+1-617-278-1977,Store Manager,78645,61
375,Pamela,Pratt,kimmelissa@example.org,(320)200-6113x40892,Store Manager,42455,69
376,Caleb,Banks,edwardssamantha@example.net,001-703-848-0719,Customer Support,32814,81
377,Nicholas,Reese,zwalters@example.org,001-962-707-1923x920,Sales Associate,57374,27
378,Jamie,Rogers,hroberts@example.com,743.528.0101x5346,Customer Support,77964,30
379,Deborah,Price,yatesbrandon@example.com,2775466633,Sales Associate,76627,34
380,Larry,Craig,krodriguez@example.com,+1-718-214-5618x0324,Sales Associate,59099,61
381,Ruth,Russell,heathercrawford@example.com,386.651.1785,Sales Associate,49763,44
382,Tiffany,Hodge,mccormickkimberly@example.com,+1-660-759-3971x268,Sales Associate,34687,54
383,Sarah,Patton,joshuamolina@example.com,(744)807-1129,Customer Support,62069,48
384,Hannah,Stokes,qsimpson@example.com,395-216-2653x594,Cashier,70913,72
385,Matthew,Small,jbishop@example.org,+1-935-941-4044,Cashier,38197,91
386,Johnathan,Townsend,vanessa39@example.com,(354)710-3688x9694,Sales Associate,32049,44
387,Gregory,Small,johnlong@example.net,246.455.0303x12527,Customer Support,75492,74
388,Erin,Clark,simpsonashley@example.org,+1-825-870-4864,Inventory Executive,74471,46
389,Kevin,Jacobs,ruben47@example.org,+1-704-549-0743x0492,Customer Support,52136,33
390,Manuel,Alvarado,mreynolds@example.net,441.651.2786x6675,Inventory Executive,31372,90
391,Brittney,Martinez,dbaker@example.com,001-797-252-7215x3101,Store Manager,37275,48
392,Jennifer,Williams,fmyers@example.org,568.904.4608x59684,Inventory Executive,45126,24
393,Jessica,Holt,gmorales@example.com,821-229-5303,Inventory Executive,33315,65
394,David,Robles,scottbrittany@example.org,001-628-848-1909x39405,Store Manager,79000,55
395,Tristan,Thomas,ywatson@example.org,559-790-0187x552,Inventory Executive,72179,53
396,Maria,Thompson,oserrano@example.com,977.293.2081x2163,Inventory Executive,74842,49
397,James,Harris,sarahwilliams@example.net,001-532-540-7629x429,Inventory Executive,75666,89
398,Tony,Woodward,mphillips@example.net,6139506726,Customer Support,31806,28
399,Sarah,Phillips,webbmonica@example.com,(216)295-3071x656,Inventory Executive,47301,29
400,Michelle,Garcia,ugray@example.com,807.693.6921x5414,Cashier,51814,27
401,Tim,Hebert,mdouglas@example.org,001-313-724-1616,Inventory Executive,82249,79
402,Samuel,Davis,bradleyle@example.net,001-806-738-5496x355,Inventory Executive,73830,2
403,Elizabeth,Palmer,floresyolanda@example.com,280.979.5396x0652,Store Manager,67988,34
404,Brittany,Kelly,alexanderholmes@example.org,705.356.3538x08284,Store Manager,42790,2
405,Colleen,Garcia,renee09@example.org,234.663.0204x4262,Customer Support,33872,17
406,Barbara,Drake,matthew18@example.org,(819)284-2090x591,Customer Support,42394,15
407,Robin,Scott,jordan77@example.net,+1-255-844-9004x7069,Cashier,53955,63
408,Nicole,Wood,kyle86@example.com,(920)698-7322x2717,Customer Support,64221,98
409,Amanda,Humphrey,shernandez@example.net,(827)522-7114x5103,Cashier,37787,69
410,Kathleen,Rogers,wangmatthew@example.org,564-623-9789,Inventory Executive,67443,78
411,Brian,Hood,obranch@example.net,(458)950-4917x404,Inventory Executive,42887,38
412,Chelsea,Garcia,stephanie11@example.com,817.787.4424,Cashier,68390,33
413,Sarah,Miles,melindacarter@example.org,598-993-9377,Sales Associate,85313,50
414,Troy,Zavala,dawncarr@example.com,461-560-6840,Inventory Executive,36864,55
415,Amanda,Wilson,michaelkrueger@example.org,(738)808-9040,Cashier,50969,83
416,Vincent,Rodriguez,jessicamorris@example.org,+1-876-359-0978x7589,Store Manager,39144,26
417,Randy,Green,angelareynolds@example.com,(361)486-0985x89294,Cashier,82950,43
418,Adam,Sawyer,michaelwilliams@example.net,001-222-385-6588x25304,Cashier,63395,74
419,Michael,Porter,grantandrea@example.org,(619)275-5168x546,Inventory Executive,89789,89
420,Amber,Clark,randyelliott@example.com,822.373.1223x468,Store Manager,49473,84
421,David,Rodriguez,lgreen@example.net,8387613921,Inventory Executive,65026,77
422,Cassandra,Lewis,jameslove@example.org,+1-715-607-9495x975,Cashier,69150,20
423,Samantha,Johnson,martinezdonna@example.com,489.725.0826x94355,Cashier,41434,33
424,Ralph,Tucker,psmith@example.com,850-848-1063x0618,Inventory Executive,55473,64
425,Matthew,Hunt,rsmith@example.net,001-725-770-2229x580,Cashier,56694,96
426,Donald,Turner,smithabigail@example.com,554-359-8258x10346,Cashier,32023,74
427,Sean,Arnold,daviseileen@example.org,593.233.8242,Inventory Executive,47553,94
428,William,Payne,williamsmichelle@example.org,001-571-788-5408x244,Cashier,37462,36
429,Tiffany,Carr,atkinstyler@example.com,+1-870-655-6136x3589,Store Manager,33065,100
430,Cristina,Gray,jeremiahmartinez@example.com,976-577-6613,Store Manager,83135,67
431,Ashley,Shaw,edennis@example.net,(993)945-9925x319,Customer Support,36236,28
432,Danny,Shaffer,wburns@example.net,932.215.7665x1203,Cashier,54149,26
433,Christopher,Alvarado,lisawilkerson@example.com,+1-210-594-2054,Cashier,35164,35
434,Crystal,Carlson,heather22@example.org,598.955.6655x1557,Customer Support,49239,70
435,Amber,Lane,salazarchristopher@example.org,247.482.0725x28109,Store Manager,37252,20
436,Kirk,Mcneil,michaelwilliams@example.net,5262972573,Customer Support,44759,100
437,Thomas,Rice,sanfordjacob@example.org,(817)246-9524x134,Store Manager,44659,6
438,Susan,Bennett,kimberly27@example.org,(731)644-6722x42214,Customer Support,81547,38
439,Jennifer,Ryan,harveytracy@example.net,432-368-4519x468,Customer Support,47307,24
440,Douglas,James,mcclurebrenda@example.net,(286)809-8289,Customer Support,69497,63
441,Dana,Norris,cabreraallison@example.com,3208453637,Customer Support,71146,15
442,James,Holt,jacquelinemolina@example.com,+1-583-423-3943x53251,Inventory Executive,49691,19
443,Nathaniel,Lozano,burnettdanielle@example.org,880.999.3106x0135,Store Manager,53052,50
444,Tracey,Marquez,cjackson@example.com,+1-871-608-9738x274,Inventory Executive,78730,25
445,Steven,White,moorepatrick@example.com,(637)288-6725x1950,Store Manager,51862,28
446,Cynthia,Dunn,ebailey@example.org,001-655-318-6345x2108,Customer Support,88442,8
447,Nicholas,Lopez,ashleybrown@example.com,+1-472-226-4035x952,Cashier,66039,25
448,Wyatt,Villa,grobinson@example.net,001-955-852-3043x221,Sales Associate,65160,63
449,Michelle,Brown,michaelsmith@example.com,(472)975-7847x777,Cashier,75811,69
450,Anne,Leach,caldwellpeter@example.com,(912)924-0646,Store Manager,70311,21
451,Pamela,Taylor,elizabethrose@example.org,(358)954-6128x503,Sales Associate,38851,99
452,Shelley,Rivers,hensleygabrielle@example.com,3253134331,Inventory Executive,87702,30
453,Hannah,Koch,rhonda00@example.org,001-411-641-2286x7689,Inventory Executive,75723,47
454,Jeffrey,Smith,gillespieevelyn@example.org,7973322155,Inventory Executive,54567,37
455,David,Holden,parkermelissa@example.org,805.755.3128,Store Manager,84502,14
456,Michael,Butler,pearsonandrea@example.org,(940)370-8788x3708,Store Manager,61524,62
457,James,Lee,kristincalhoun@example.org,001-528-546-1570x791,Store Manager,70556,18
458,David,Sanchez,stephen31@example.com,001-966-688-7443x626,Store Manager,52147,74
459,Elizabeth,Wheeler,bellcarlos@example.com,274-939-1267x3014,Customer Support,67908,48
460,Victor,Douglas,alexisbaldwin@example.org,419-478-8950,Sales Associate,72041,29
461,Catherine,Perez,fosterjessica@example.net,(549)725-3341x216,Sales Associate,37853,57
462,Anthony,Jones,ginarobinson@example.com,536-644-8534x851,Cashier,42826,13
463,Caleb,Barnes,angelica46@example.org,001-926-204-9598x88045,Customer Support,68927,9
464,Julia,Griffin,sheryl06@example.net,001-717-314-3249x711,Sales Associate,65936,29
465,Timothy,Jones,qwright@example.net,+1-336-586-8961x58335,Cashier,41589,81
466,Matthew,Hubbard,deanna83@example.net,(592)860-6496x91374,Customer Support,84326,16
467,Kelly,Perkins,kylemonroe@example.org,(861)816-1128x46827,Inventory Executive,49159,95
468,Carolyn,Webster,kyle49@example.net,001-802-748-9352x547,Store Manager,37349,8
469,David,Ibarra,vargasgina@example.com,+1-348-722-1514x29524,Customer Support,56512,89
470,Frederick,Oneal,mcmahonsergio@example.org,689.944.0574,Sales Associate,39765,44
471,Brittany,Rodriguez,jill25@example.com,672.305.7706,Cashier,32409,32
472,Jose,Jordan,ronaldgomez@example.org,312-969-4303x7043,Sales Associate,53304,12
473,Lauren,Browning,johnsonjohn@example.org,470-416-4062x858,Cashier,34570,96
474,Katherine,Jenkins,crystal92@example.org,+1-962-666-3655,Cashier,68642,7
475,Emily,Steele,barrettdeanna@example.net,319-229-5980,Store Manager,78605,25
476,Amanda,Vega,wmueller@example.org,001-840-418-3547,Store Manager,60619,17
477,Kristi,Scott,sharilopez@example.com,736-267-1186,Cashier,50360,18
478,Matthew,Roy,sharishelton@example.com,001-390-926-4837,Inventory Executive,88718,53
479,Kimberly,Watson,davidevans@example.com,+1-693-425-9996x897,Inventory Executive,84526,68
480,Charles,Kim,zmyers@example.com,406-426-6814x867,Inventory Executive,45923,94
481,Steven,Sheppard,angela53@example.net,8365644965,Customer Support,76324,87
482,Rodney,York,saramcdonald@example.com,697-465-5714x8211,Store Manager,45879,67
483,Linda,Moody,boydandrea@example.net,(369)627-6637,Inventory Executive,57913,59
484,Joshua,Newman,thomaswalker@example.com,325-860-4046x1763,Customer Support,48668,65
485,Christine,Schaefer,cbeck@example.net,693.249.2192,Cashier,40636,96
486,Robert,Castillo,douglaswalker@example.org,460-362-1527x81616,Inventory Executive,79100,60
487,Michael,Boyle,keithclark@example.net,(466)722-8048,Sales Associate,38150,47
488,Tanya,Holland,rodriguezcorey@example.net,001-282-743-9010,Sales Associate,40606,51
489,Nancy,Farrell,jimmy42@example.net,880-746-7877,Cashier,68935,68
490,Gary,Mcmillan,osmith@example.net,348-683-1457x981,Store Manager,50049,23
491,Jamie,Cross,lisahampton@example.net,756-355-1777,Customer Support,42585,29
492,Beth,Wells,bwilson@example.org,+1-538-833-3633x678,Cashier,82675,3
493,Dustin,Murphy,wwallace@example.net,9376169282,Sales Associate,48262,7
494,Ashley,Hogan,robertpollard@example.com,+1-640-845-9016x74118,Cashier,66011,72
495,Madison,West,heatheroneill@example.org,819.233.0544,Inventory Executive,70944,15
496,Jeffery,Guzman,kevinabbott@example.org,(573)902-2006x5817,Store Manager,56980,2
497,Troy,Harris,pettyholly@example.com,(946)643-1513,Sales Associate,40692,11
498,Diana,Webb,uross@example.net,(413)278-5058x597,Cashier,65359,24
499,Alex,Green,vincent60@example.net,856-215-5084x0669,Store Manager,31379,30
500,Ashley,White,bryan26@example.com,257-511-3340,Cashier,81235,14
501,Christopher,Marquez,joshuapetersen@example.org,828.576.2138x49877,Store Manager,33330,24
502,Todd,Lewis,christopher97@example.net,453.947.7482x29513,Store Manager,75081,44
503,Adam,Nielsen,carnold@example.net,349.647.6685x82743,Customer Support,71978,66
504,Julie,Brown,ygomez@example.net,(503)312-6931x01057,Store Manager,30998,78
505,Jillian,Smith,christophercraig@example.net,979.573.0742x1470,Customer Support,39660,34
506,Angela,Smith,anthonyhall@example.com,468.562.5149x2984,Sales Associate,36405,84
507,Nancy,Sanchez,jacksonryan@example.com,001-789-750-9630x761,Customer Support,61964,9
508,James,Myers,vfigueroa@example.org,892-450-8946,Inventory Executive,79891,18
509,Vanessa,Brown,jeanette50@example.com,254.339.5599,Cashier,73150,3
510,Stephanie,Gutierrez,nixonandrew@example.com,7839657804,Store Manager,78865,19
511,Cindy,Sanchez,claireeaton@example.org,337.848.7810,Inventory Executive,76195,44
512,Mark,Pham,richardmorgan@example.net,001-412-990-4307,Cashier,37810,12
513,Javier,Dudley,efox@example.com,780-347-1305x4571,Sales Associate,62820,84
514,Alexander,Martin,hmartin@example.org,(598)529-7442,Store Manager,31548,59
515,Matthew,Wallace,gordoncameron@example.net,(409)883-2201x18763,Cashier,32775,66
516,James,Lang,robertbarrera@example.net,001-343-887-8569x50415,Cashier,53877,18
517,Carolyn,Mills,aaron84@example.org,(833)939-8512x58203,Cashier,67314,82
518,Elizabeth,Young,yolanda37@example.org,430.949.5572x6019,Store Manager,66876,85
519,Laura,Torres,cbates@example.net,981-485-3542,Customer Support,87877,32
520,Brandon,Davis,tim63@example.net,(264)939-2036,Sales Associate,46733,90
521,Joshua,Sutton,floresfrancisco@example.com,(548)879-7997x03352,Store Manager,84030,6
522,Angela,Thompson,cathyklein@example.org,(850)437-0130,Sales Associate,65533,38
523,Heather,Williams,millerjoseph@example.net,673-660-4917x05096,Inventory Executive,54336,7
524,Regina,Johnston,bryankenneth@example.com,441.481.2632x0300,Inventory Executive,52649,77
525,Bradley,Crawford,goldendavid@example.net,(535)868-7028,Cashier,46565,27
526,Alexander,Wood,ishepherd@example.com,001-590-809-6577x65160,Cashier,89880,96
527,Michelle,Rojas,brodriguez@example.org,713.441.2480x990,Inventory Executive,35393,81
528,Julia,Thompson,nhouse@example.net,(911)397-6984,Customer Support,87912,90
529,Monique,Knight,marcmeyer@example.org,635.238.0939,Cashier,50531,94
530,Karen,Torres,sarah71@example.net,+1-921-831-9763x2197,Sales Associate,64626,96
531,Lisa,Lopez,andrewbrady@example.net,001-945-468-3194x05893,Customer Support,43030,34
532,Cassandra,Martinez,lloydyvonne@example.net,405-491-2031x4943,Customer Support,71629,61
533,Melissa,Rodriguez,walteramanda@example.org,001-317-936-6783,Inventory Executive,72998,72
534,Alexander,Davila,jamescalderon@example.org,001-655-957-8930x06966,Sales Associate,64560,88
535,Amanda,Anderson,zdavidson@example.com,001-241-930-3896x003,Sales Associate,67360,93
536,Amy,Proctor,brendaoneal@example.com,805-643-5477x7376,Customer Support,78775,32
537,Tamara,Bautista,thomasgriffin@example.net,(270)854-5262,Sales Associate,62584,97
538,Joseph,Williams,carmengriffin@example.com,+1-427-293-3022,Store Manager,87621,13
539,Timothy,Smith,wpollard@example.net,+1-352-648-6695x0288,Inventory Executive,64849,17
540,Clayton,Lewis,tayloraguilar@example.net,792.713.2203,Store Manager,80380,94
541,Michael,Wilson,awright@example.com,001-943-782-4567x64002,Store Manager,33828,2
542,Linda,Campbell,hahnashley@example.net,+1-253-781-3486x1768,Cashier,79677,88
543,Zachary,Collins,philip85@example.org,001-852-705-6871x9148,Sales Associate,60693,63
544,Terry,Steele,bradley69@example.com,+1-784-604-2606x0293,Inventory Executive,49422,13
545,Lori,Long,mcgeelaura@example.org,207.618.4167,Inventory Executive,81163,87
546,Timothy,Carter,joelboyd@example.org,+1-276-310-8865x80984,Customer Support,54686,41
547,Nancy,Hines,matthewgoodwin@example.org,001-571-981-3503x05568,Store Manager,80045,37
548,Sydney,Kelly,sharon49@example.com,001-617-729-2121x939,Inventory Executive,56526,93
549,Hayley,Solomon,rebeccawilson@example.net,367-841-3948,Cashier,86688,33
550,Laura,Phillips,bthomas@example.org,604.661.3176,Cashier,46835,44
551,Mary,George,mprice@example.com,001-964-669-4573,Inventory Executive,31393,84
552,Mark,Oneal,ariana22@example.org,+1-806-863-0182x142,Inventory Executive,43252,3
553,Jasmine,Hawkins,melissa90@example.org,2423513628,Cashier,83667,65
554,Richard,Rivera,heather51@example.com,+1-915-226-8058,Sales Associate,32860,75
555,Samuel,Wallace,jon24@example.org,+1-362-376-1590,Customer Support,80424,6
556,Alyssa,Taylor,spencerlara@example.org,+1-389-919-7150,Store Manager,39402,99
557,Sarah,Burton,allenshannon@example.org,+1-783-891-1528,Cashier,85715,91
558,Patricia,Lucas,munozkevin@example.com,735.419.8609x312,Sales Associate,72727,29
559,Patrick,Nguyen,ecook@example.com,001-318-364-9473x037,Cashier,75912,79
560,Melissa,Taylor,dmartin@example.org,001-476-860-4509x272,Cashier,88418,49
561,Eric,Morris,woodstimothy@example.org,3925640093,Cashier,39408,23
562,Cindy,Nelson,joshuaclark@example.org,805.408.9835,Customer Support,59146,11
563,Mark,Mills,kimberly93@example.net,4187004468,Sales Associate,54672,51
564,Brandon,Cooper,feliciasandoval@example.com,792.627.4014x31338,Store Manager,30727,69
565,Thomas,Grant,kara95@example.com,603.838.5704,Inventory Executive,43447,9
566,Sandra,Nichols,jmarsh@example.org,957.387.7334x06448,Customer Support,75523,15
567,Stacy,Jones,connor37@example.org,8936217827,Cashier,89504,66
568,Deborah,Salazar,keith88@example.org,479.553.3226x8886,Customer Support,43107,17
569,George,Sanchez,dylanyoung@example.org,366.550.4805,Inventory Executive,73841,71
570,Barbara,Lowe,james57@example.com,668-640-8425,Store Manager,73576,43
571,William,Townsend,alisonrichardson@example.net,533-321-9962,Store Manager,88098,43
572,Sara,Lopez,hallchristopher@example.org,(322)651-0338,Sales Associate,81553,9
573,Maurice,Sanchez,heather02@example.net,(252)752-6048,Store Manager,53244,37
574,Rebecca,Bond,patrick78@example.org,576-781-5778,Store Manager,75679,36
575,Christopher,Hunter,jonesderrick@example.com,446-917-6299,Cashier,80575,75
576,Rachel,Dixon,alexanderthomas@example.org,789.723.5038x3618,Sales Associate,42086,91
577,Marcus,Bauer,sandra33@example.com,(556)479-9092,Customer Support,82875,79
578,Ian,Estrada,amiles@example.com,352-499-8981,Cashier,50471,95
579,Stephanie,Nolan,briana40@example.net,+1-994-371-6392,Sales Associate,65367,52
580,Tammy,Kelly,ashleymcdowell@example.com,485-907-5739,Sales Associate,73240,74
581,Lee,Kirk,uharris@example.net,+1-304-881-9704x30295,Sales Associate,30252,41
582,Karen,Martin,bgriffin@example.org,788.217.9412x81378,Store Manager,31382,87
583,Troy,Ross,mmolina@example.org,001-511-245-6284x25732,Inventory Executive,38770,87
584,Jeff,Allen,zwhite@example.org,360-686-1586x434,Customer Support,62917,5
585,Timothy,Hill,alvaradowilliam@example.com,(226)216-5630x858,Cashier,39886,31
586,Alexa,Richard,srichards@example.net,6559088145,Sales Associate,57424,98
587,Victoria,James,diana19@example.com,2047986275,Sales Associate,59389,83
588,Jessica,Boyd,jon46@example.net,934.929.6289x37635,Inventory Executive,78589,53
589,Arthur,Moon,thorntongerald@example.org,+1-339-995-4614x3506,Inventory Executive,30428,65
590,Laura,Malone,jenniferlyons@example.org,+1-395-229-3223x443,Cashier,60310,23
591,Alan,Lynch,erik03@example.com,678-697-0312,Inventory Executive,76989,62
592,Tonya,Thomas,aprilschroeder@example.org,(718)336-7620x05363,Cashier,38711,23
593,Kathleen,Barr,lshaw@example.net,001-910-675-0904,Customer Support,63182,43
594,Alicia,Simmons,kmiller@example.com,595.260.8253x1645,Store Manager,71805,56
595,Chris,Andrade,shawn71@example.com,821.327.6311,Store Manager,69510,90
596,Julie,Leblanc,james42@example.net,6329898763,Store Manager,47278,71
597,Kelsey,Turner,michelleanderson@example.com,+1-491-813-9092x270,Sales Associate,79281,99
598,Jose,Crosby,woodwardamber@example.net,870.871.5031x43295,Sales Associate,39201,81
599,Micheal,Rodriguez,lisa06@example.org,+1-239-628-9025x94296,Sales Associate,59204,91
600,Brian,Jones,richardsonlisa@example.org,854.243.2870x893,Store Manager,61359,72
601,Daniel,Thomas,millersamuel@example.net,721-554-1513,Inventory Executive,36046,22
602,Chad,Curry,johnsonpamela@example.net,323-482-4192,Customer Support,79631,30
603,Jeanne,King,alan13@example.net,(318)557-0328x322,Customer Support,53974,78
604,Patricia,Campbell,millerbryan@example.net,001-871-317-1212,Store Manager,58778,34
605,Anna,White,afranco@example.com,361.817.3398x7462,Inventory Executive,65995,17
606,Beverly,Oneill,bradley62@example.org,+1-861-952-1751x3474,Cashier,80624,59
607,David,Wilson,jacksondanielle@example.net,001-918-671-0919x0607,Inventory Executive,65195,21
608,Mary,Moses,craig11@example.org,(904)876-2211x07599,Inventory Executive,69779,52
609,Trevor,Arroyo,steven86@example.com,435.913.6082,Inventory Executive,65835,53
610,Rebecca,Alexander,whitekathleen@example.com,+1-531-738-0051x3962,Inventory Executive,46972,32
611,Angela,Henderson,westdonald@example.com,001-960-977-9579x6686,Customer Support,68906,34
612,Margaret,Mcclain,holmesdanielle@example.net,+1-288-991-9324x56991,Sales Associate,42322,71
613,Juan,Miller,gtrujillo@example.net,+1-236-323-2265x013,Cashier,30793,56
614,Katrina,Curtis,yhumphrey@example.net,939-481-6840,Cashier,54818,98
615,Shannon,Goodman,mcdonaldjoel@example.net,+1-261-267-5344,Customer Support,40815,16
616,Rhonda,Pearson,matthewsdavid@example.com,(992)887-3356,Inventory Executive,74125,12
617,Ashley,Morales,williambolton@example.com,2295225133,Customer Support,54952,71
618,Veronica,Warren,davisjenna@example.org,(205)636-8927,Cashier,34919,61
619,Judy,Moore,christopher89@example.org,+1-216-406-4413x919,Inventory Executive,65081,25
620,Logan,Gutierrez,donald30@example.net,(501)543-4836,Sales Associate,60146,62
621,Valerie,Jordan,claynancy@example.com,(635)443-1806x507,Sales Associate,63568,47
622,Linda,Gallegos,edgarewing@example.com,259.630.7426,Inventory Executive,67515,83
623,Maureen,Johnson,whitejoseph@example.net,897-884-1246,Customer Support,31720,82
624,Joshua,Richard,austinwilliam@example.org,798-336-7194,Sales Associate,81113,90
625,Mark,Benjamin,clarkkatrina@example.com,407-922-9109,Sales Associate,44469,97
626,Ashley,Hardin,jackanderson@example.org,001-476-770-8750,Inventory Executive,39549,3
627,Austin,Murphy,michellejohnson@example.org,925.267.2238x533,Customer Support,69266,37
628,Robert,Robinson,christophergreene@example.org,+1-860-721-1732x4074,Sales Associate,31170,8
629,Frank,Moore,wroberts@example.org,5953938626,Cashier,86467,99
630,Lisa,Murray,orios@example.com,885-799-3723,Store Manager,40677,86
631,Kristine,Warren,umays@example.org,001-834-687-3719x43031,Customer Support,57314,5
632,Kevin,Ortega,stephanie93@example.com,001-504-222-8375x1428,Customer Support,55740,5
633,Daniel,Hampton,natalie63@example.net,424-568-0743,Customer Support,38696,81
634,Matthew,Johnson,perezfrancis@example.net,399.935.6962x1584,Sales Associate,38557,89
635,Nicole,Gallagher,rodriguezdaniel@example.net,975.237.7959x92845,Cashier,36074,41
636,Jimmy,Serrano,andrea30@example.org,(552)701-7934,Sales Associate,47982,18
637,Theresa,Harper,kimberly22@example.net,+1-590-859-3737x01591,Store Manager,35330,13
638,Brian,Jones,shelbymitchell@example.com,001-891-256-4067x579,Cashier,63221,38
639,Yolanda,Phillips,lisasantos@example.net,289.309.8565,Store Manager,38099,61
640,Wendy,Sandoval,james20@example.net,2709105705,Sales Associate,70416,39
641,Katherine,Baker,josephdouglas@example.org,001-528-694-1366x3513,Store Manager,30089,64
642,Kristy,Robles,campbellsamuel@example.net,2434947992,Sales Associate,53551,18
643,Erika,Johnson,shawna87@example.org,(404)617-2829x150,Sales Associate,77794,11
644,Michelle,Castro,paul31@example.org,291.583.5231,Store Manager,73200,8
645,Alyssa,Wagner,hugheszachary@example.com,288-759-0808,Cashier,31075,94
646,Marc,Wilkerson,javierrobinson@example.net,460.955.8938x8441,Customer Support,59152,61
647,Brittany,Garrett,stuartjenna@example.com,001-650-925-2663,Cashier,44670,39
648,Antonio,Martin,hartpeter@example.com,(219)233-8709x06386,Inventory Executive,50801,54
649,Cassandra,Vargas,vwolfe@example.com,511.231.1127,Store Manager,52950,66
650,Kevin,Harris,batesangela@example.org,+1-623-401-2873x0533,Cashier,42120,97
651,Lauren,Henderson,rgallegos@example.com,619-443-5163,Sales Associate,33835,5
652,Edward,Hill,andrewpaul@example.com,(455)657-2822x42956,Store Manager,71701,100
653,Natasha,Gaines,scollier@example.com,7787105753,Inventory Executive,43321,37
654,Denise,Mclaughlin,petermiller@example.net,(844)586-5149x10479,Sales Associate,80408,4
655,Kim,Gonzalez,davidthomas@example.org,732-307-1917,Cashier,76343,39
656,Hannah,Yu,curtischeryl@example.net,(974)652-6090x400,Inventory Executive,39070,70
657,Shelly,Pearson,joshua17@example.com,519-625-4334x424,Inventory Executive,85505,86
658,Mary,Wright,gerald88@example.org,+1-947-923-0305,Store Manager,43932,71
659,Sara,Phillips,xvasquez@example.org,(358)733-9662x086,Inventory Executive,35684,48
660,Brian,Hernandez,andrea52@example.net,(278)490-6834x5277,Customer Support,61923,34
661,Kenneth,Smith,denisekrueger@example.org,+1-398-954-0244,Store Manager,34030,36
662,Pamela,Olson,wgarcia@example.org,945-618-0434x3992,Sales Associate,70199,70
663,Albert,Cantu,eperkins@example.net,001-658-201-9187,Cashier,64488,78
